,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
2320,FDC,,0.068489201,Canned,259.3278,27,M,ST3,4165.2448
2321,FDA,7.75,0.043326511,Baking Goods,95.6436,45,,ST1,1134.5232
2322,DRI,,0.136532569,Hard Drinks,159.6578,27,M,ST3,2888.2404
2323,FDE,19.75,0.018051091000000002,Frozen Foods,179.86599999999999,49,M,ST1,2696.49
2324,FDW,5.325,0.23212188,Dairy,55.5298,10,,GS,53.9298
2325,FDG,,0.057620562,Snack Foods,115.4518,19,S,GS,113.8518
2326,NCJ,,0.045865089000000005,Health and Hygiene,152.3682,27,M,ST3,2287.0229999999997
2328,FDY,6.71,0.029727657,Baking Goods,66.6142,17,,ST1,1120.5414
2329,FDX,14.35,0.080527065,Baking Goods,79.296,13,H,ST1,719.064
2330,NCN,15.2,0.0,Health and Hygiene,47.8034,49,M,ST1,437.4306
2331,FDT,5.82,0.0,Fruits and Vegetables,256.633,49,M,ST1,2050.6639999999998
2332,FDI,5.59,0.056833394,Snack Foods,61.9168,18,M,ST2,1214.4192
2333,FDI,18.5,0.06225692099999999,Frozen Foods,148.0418,46,S,ST1,2059.9852
2334,FDE,,0.08951254199999999,Snack Foods,133.1626,27,M,ST3,3672.5528
2335,FDQ,14.0,0.060427062000000004,Frozen Foods,153.5656,46,S,ST1,3089.312
2336,FDY,7.605,0.216323008,Fruits and Vegetables,165.021,10,,GS,815.605
2337,NCK,,0.135612397,Health and Hygiene,61.1536,19,S,GS,61.2536
2338,FDH,9.6,0.08512595099999999,Baking Goods,107.12799999999999,45,,ST1,1278.336
2340,DRL,15.7,0.0,Hard Drinks,43.376999999999995,10,,GS,129.83100000000002
2344,DRJ,20.25,0.036295834,Dairy,217.5482,13,H,ST1,1095.241
2345,FDB,8.02,0.18652881899999998,Snack Foods,151.9998,10,,GS,307.5996
2346,FDC,18.35,0.099026525,Fruits and Vegetables,93.8462,13,H,ST1,1295.6468
2347,FDD,16.6,0.0,Canned,118.8124,46,S,ST1,2607.2728
2349,FDL,16.1,0.063429818,Dairy,179.4318,49,M,ST1,2345.6134
2352,FDL,19.0,0.11209743300000001,Frozen Foods,105.5622,49,M,ST1,1905.5196
2353,FDR,17.6,0.010037996,Snack Foods,163.5552,35,S,ST1,3086.6488
2354,FDA,6.32,0.012789884,Meat,39.1822,17,,ST1,1060.6194
2355,FDR,9.3,0.033431669,Meat,153.1314,35,S,ST1,4653.942
2356,FDQ,11.1,0.03623131,Frozen Foods,175.0712,17,,ST1,3339.6528
2357,DRG,,0.086360962,Hard Drinks,151.2682,27,M,ST3,2439.4912
2358,FDU,6.15,0.046232445,Baking Goods,99.4384,13,H,ST1,1379.5376
2359,FDF,20.85,0.097618234,Starchy Foods,223.9746,46,S,ST1,897.4984
2360,FDH,17.1,0.046808552999999996,Canned,141.4838,46,S,ST1,1404.838
2361,FDO,13.15,0.03810738,Snack Foods,86.3856,18,M,ST2,615.1992
2362,FDK,16.5,0.093846532,Baking Goods,95.7068,35,S,ST1,1069.2748
2363,FDS,11.65,0.040744057,Fruits and Vegetables,185.924,17,,ST1,4101.3279999999995
2364,FDN,13.15,0.022831052,Fruits and Vegetables,160.292,49,M,ST1,4793.76
2365,FDS,19.35,0.07687841599999999,Snack Foods,113.9518,49,M,ST1,1138.518
2368,FDC,21.35,0.068809463,Canned,258.5278,35,S,ST1,5206.556
2369,FDT,16.0,0.115570552,Fruits and Vegetables,57.5246,35,S,ST1,173.7738
2370,NCA,20.5,0.14316437099999998,Household,34.919000000000004,13,H,ST1,73.238
2371,FDE,19.75,0.018008071,Frozen Foods,180.46599999999998,13,H,ST1,3415.554
2372,NCX,17.6,0.015775777,Household,179.1976,17,,ST1,3803.0496
2373,FDX,4.615,0.102407778,Canned,234.33,17,,ST1,3961.51
2374,DRM,5.88,0.0036067259999999998,Hard Drinks,154.1998,18,M,ST2,1384.1982
2375,FDJ,11.8,0.093801337,Snack Foods,126.0704,49,M,ST1,1251.704
2377,FDI,12.35,0.033760862,Meat,196.9426,46,S,ST1,5141.3076
2378,FDV,,0.031131455,Fruits and Vegetables,111.0228,27,M,ST3,3205.1612
2379,FDH,9.0,0.082177842,Frozen Foods,214.1534,45,,ST1,1720.4272
2380,NCB,6.235,0.118858866,Household,263.291,49,M,ST1,3418.883
2381,FDW,9.6,0.0,Snack Foods,244.817,35,S,ST1,4374.306
2383,FDH,17.1,0.046881328,Canned,141.3838,49,M,ST1,1685.8056
2384,FDF,6.825,0.078057026,Canned,154.5998,10,,GS,153.7998
2385,FDU,6.78,0.140955857,Baking Goods,92.212,17,,ST1,4101.3279999999995
2387,FDF,15.0,0.15396020900000001,Starchy Foods,105.9938,35,S,ST1,1179.1318
2388,NCC,7.39,0.093160853,Household,251.3066,18,M,ST2,1004.0264
2389,FDG,17.6,0.05629192,Frozen Foods,42.5454,46,S,ST1,419.454
2390,FDS,12.65,0.15604396,Fruits and Vegetables,239.6538,46,S,ST1,3845.6608
2392,FDC,11.15,0.00827301,Dairy,150.4708,13,H,ST1,1956.1204
2393,DRL,15.7,0.030697825,Hard Drinks,42.876999999999995,35,S,ST1,1168.479
2394,NCP,14.65,0.0,Others,56.4614,10,,GS,55.2614
2397,FDZ,20.7,0.0,Baking Goods,98.7042,17,,ST1,1884.8798
2398,FDT,15.85,0.057313443,Snack Foods,53.3956,46,S,ST1,1364.89
2399,FDN,6.575,0.075625152,Breads,145.7444,49,M,ST1,3193.1768
2400,NCP,17.75,0.030568919,Others,177.86599999999999,45,,ST1,2336.958
2401,DRJ,,0.19842484100000002,Soft Drinks,185.2924,19,S,GS,370.1848
2402,FDA,,0.029578726,Dairy,143.5786,27,M,ST3,3756.4436
2405,NCN,10.85,0.028679893999999997,Household,115.1808,46,S,ST1,2109.2544
2408,FDB,19.0,0.162882227,Frozen Foods,46.8718,10,,GS,189.0872
2409,FDZ,9.6,0.022404492999999998,Breads,102.499,17,,ST1,2579.975
2410,FDT,12.0,0.075975642,Baking Goods,124.1388,17,,ST1,1486.0656
2411,FDE,5.925,0.09644909,Dairy,43.8086,35,S,ST1,312.2602
2412,NCQ,13.0,0.041816615,Household,254.5014,35,S,ST1,4845.0266
2413,FDS,8.18,0.08286768900000001,Frozen Foods,58.5588,17,,ST1,171.7764
2414,FDH,12.8,0.076214289,Fruits and Vegetables,96.541,45,,ST1,1834.279
2415,FDW,19.2,0.12430196800000001,Canned,89.7488,45,,ST1,2082.6224
2416,FDY,14.5,0.09720112800000001,Snack Foods,159.4262,46,S,ST1,2705.1454
2417,FDF,5.19,0.042861968,Frozen Foods,196.81099999999998,17,,ST1,3731.809
2418,FDG,13.3,0.0713931,Fruits and Vegetables,61.0536,13,H,ST1,1592.5936
2419,NCB,19.6,0.041256807,Household,88.8514,13,H,ST1,2125.2336
2421,FDU,12.35,0.093441604,Snack Foods,119.1124,49,M,ST1,3673.8844
2422,NCV,14.35,0.017024598000000002,Health and Hygiene,109.8228,13,H,ST1,2099.9332
2423,FDY,6.365,0.007363189,Frozen Foods,63.2536,45,,ST1,1225.072
2424,DRG,,0.014484582,Soft Drinks,143.9102,27,M,ST3,3062.0142
2426,NCP,14.75,0.032862976,Health and Hygiene,238.6906,13,H,ST1,4278.4308
2427,FDC,12.15,0.015484763,Frozen Foods,211.9928,49,M,ST1,631.1784
2429,FDK,12.6,0.073920438,Dairy,255.6356,46,S,ST1,2797.6916
2430,FDE,,0.08635240300000001,Fruits and Vegetables,149.8734,19,S,GS,445.4202
2432,FDY,,0.015950066000000002,Breads,47.7402,27,M,ST3,1975.4286
2433,FDS,,0.082002559,Frozen Foods,59.2588,27,M,ST3,1374.2112
2434,FDI,7.325,0.09330766800000001,Fruits and Vegetables,92.7146,13,H,ST1,2006.7212
2435,FDR,,0.143199389,Breads,175.83700000000002,19,S,GS,352.874
2436,FDF,15.1,0.019965179,Frozen Foods,130.531,49,M,ST1,908.817
2437,FDA,,0.11610879699999999,Baking Goods,164.12099999999998,27,M,ST3,6035.477
2438,FDI,8.51,0.07833908099999999,Snack Foods,172.9422,13,H,ST1,1379.5376
2439,FDC,,0.237651344,Fruits and Vegetables,170.2106,19,S,GS,171.1106
2440,FDA,20.35,0.031102571000000002,Dairy,257.2672,17,,ST1,2045.3376
2441,NCR,17.85,0.018097419,Health and Hygiene,96.9094,18,M,ST2,1332.9316
2442,FDR,18.25,0.078041216,Snack Foods,258.4962,18,M,ST2,2848.9582
2443,NCB,17.6,0.08226356,Health and Hygiene,160.49200000000002,13,H,ST1,1278.336
2444,FDE,10.895,0.026880159,Frozen Foods,106.428,46,S,ST1,1491.392
2446,NCA,,0.142589751,Household,35.919000000000004,27,M,ST3,585.904
2448,FDT,15.15,0.012260981,Snack Foods,131.7284,35,S,ST1,1186.4556
2449,DRH,17.25,0.05869048,Dairy,91.61200000000001,10,,GS,93.212
2450,NCQ,17.6,0.018982338,Health and Hygiene,237.05900000000003,18,M,ST2,2836.308
2451,NCT,14.6,0.059405152,Household,179.6976,46,S,ST1,3621.952
2452,FDL,10.1,0.027059264,Meat,76.467,35,S,ST1,1761.0410000000002
2453,FDJ,10.5,0.071244438,Frozen Foods,119.2098,35,S,ST1,1325.6078
2455,NCJ,18.7,0.046088273,Health and Hygiene,153.6682,46,S,ST1,3506.7686
2456,FDT,5.985,0.09618555599999999,Frozen Foods,127.1678,18,M,ST2,3560.6984
2457,FDA,12.1,0.11487406,Baking Goods,221.4114,46,S,ST1,5099.3622
2459,FDX,19.2,0.022965292,Fruits and Vegetables,181.695,45,,ST1,2563.33
2460,DRG,5.78,0.014584584,Soft Drinks,146.3102,45,,ST1,2187.153
2461,FDF,7.17,0.059716729,Fruits and Vegetables,130.9968,35,S,ST1,2348.9424
2462,FDS,20.85,0.062224479000000006,Baking Goods,88.1514,46,S,ST1,1682.4766
2463,NCQ,18.75,0.034360687,Household,215.7218,49,M,ST1,4274.436
2466,FDJ,12.8,0.023530952999999997,Meat,223.5404,46,S,ST1,1800.3232
2467,FDM,11.65,0.058681957,Baking Goods,170.4422,13,H,ST1,517.3266
2468,FDM,20.2,0.064728148,Snack Foods,258.0646,17,,ST1,5668.6212
2469,FDK,11.35,0.0,Snack Foods,103.0016,35,S,ST1,2125.2336
2470,FDD,8.71,0.12077345099999999,Canned,186.5924,10,,GS,555.2772
2471,FDW,8.31,0.11591197199999999,Snack Foods,177.3028,45,,ST1,1948.1308
2473,FDT,7.5,0.05085390099999999,Canned,121.7072,45,,ST1,367.5216
2474,NCB,6.525,0.090295708,Household,84.6882,46,S,ST1,601.2174
2477,FDO,6.985,0.137580452,Meat,182.8608,49,M,ST1,4042.7376
2478,NCV,11.3,0.066816565,Household,192.2478,45,,ST1,1356.2346
2479,DRB,6.115,0.01179078,Soft Drinks,189.053,10,,GS,948.765
2480,FDX,9.5,0.036921781,Meat,194.2452,10,,GS,782.9808
2482,FDD,16.0,0.089971292,Dairy,143.2154,46,S,ST1,1701.7848
2483,FDC,13.1,0.09918699199999999,Frozen Foods,198.7768,18,M,ST2,3153.2288
2484,DRJ,,0.0,Hard Drinks,39.0164,27,M,ST3,1042.6428
2485,FDL,16.85,0.036596012000000004,Snack Foods,90.6488,17,,ST1,633.8416
2486,DRH,,0.041821227,Soft Drinks,107.62799999999999,19,S,GS,213.05599999999998
2487,FDV,14.85,0.016635488,Snack Foods,157.563,10,,GS,312.926
2488,FDP,18.2,0.090084098,Fruits and Vegetables,197.21099999999998,45,,ST1,3142.5759999999996
2489,FDK,11.0,0.008960445,Meat,119.1756,49,M,ST1,1696.4584
2491,NCI,15.2,0.056237906,Household,110.7912,10,,GS,109.1912
2494,FDN,11.5,0.072820885,Fruits and Vegetables,191.253,13,H,ST1,3036.048
2496,FDQ,13.5,0.068010049,Dairy,57.2562,45,,ST1,770.3306
2497,FDQ,15.1,0.087406863,Fruits and Vegetables,221.8456,46,S,ST1,663.1368
2498,FDB,8.3,0.030198227999999997,Baking Goods,98.2384,49,M,ST1,2167.8448
2499,FDY,14.15,0.024442501000000002,Fruits and Vegetables,196.41099999999997,49,M,ST1,2749.7540000000004
2500,NCI,,0.033436336000000004,Household,107.3912,27,M,ST3,3057.3536
2501,FDV,8.365,0.039844429,Fruits and Vegetables,190.1188,46,S,ST1,1904.1879999999999
2502,FDI,11.85,0.055805027,Baking Goods,53.0666,49,M,ST1,512.6659999999999
2504,FDT,19.0,0.065735977,Fruits and Vegetables,189.6214,49,M,ST1,2826.321
2505,FDM,18.25,0.07608971099999999,Snack Foods,212.9218,49,M,ST1,3846.9924
2507,FDD,12.85,0.030678825,Starchy Foods,251.704,45,,ST1,3542.0559999999996
2508,FDL,,0.111381428,Frozen Foods,106.7622,27,M,ST3,2964.1416
2509,FDO,19.6,0.039738393,Snack Foods,163.7526,18,M,ST2,2960.1468
2510,FDQ,15.7,0.01903743,Fruits and Vegetables,60.5536,17,,ST1,490.0288
2511,FDT,13.3,0.06356617,Frozen Foods,151.3708,46,S,ST1,3611.2992
2513,FDB,10.5,0.013493914,Snack Foods,143.7154,35,S,ST1,3119.9388
2514,FDN,19.35,0.11810276900000001,Snack Foods,224.8088,46,S,ST1,2013.3792
2516,FDJ,8.6,0.040205535,Canned,188.753,46,S,ST1,7590.12
2517,NCT,17.1,0.038816115,Household,166.4842,45,,ST1,1326.2736
2518,FDU,,0.076348933,Snack Foods,32.8558,27,M,ST3,713.0718
2519,NCP,20.5,0.032819637,Household,38.9822,49,M,ST1,982.055
2520,FDR,15.1,0.09624984199999999,Meat,134.4942,49,M,ST1,2119.9072
2521,FDW,6.69,0.0,Meat,176.937,17,,ST1,4234.488
2522,DRZ,,0.0,Soft Drinks,121.044,27,M,ST3,2396.88
2523,FDK,7.905,0.010003986999999999,Snack Foods,250.7408,13,H,ST1,5757.8384
2524,FDJ,18.0,0.12445204800000001,Frozen Foods,118.5124,46,S,ST1,1303.6364
2525,FDZ,7.84,0.154363209,Canned,50.835,17,,ST1,599.22
2526,FDS,15.15,0.066551268,Frozen Foods,144.67600000000002,17,,ST1,3954.8520000000003
2527,FDD,15.2,0.17370354899999998,Fruits and Vegetables,175.8054,10,,GS,1050.6324
2528,FDI,19.85,0.054025644000000005,Seafood,197.2768,46,S,ST1,6503.5344
2529,FDQ,,0.03523927,Baking Goods,231.601,27,M,ST3,5972.226
2531,NCT,5.88,0.024937792,Household,148.4392,45,,ST1,2087.9488
2532,FDM,10.695,0.060654268,Breakfast,174.7712,35,S,ST1,3339.6528
2533,DRB,,0.06912336,Soft Drinks,106.0938,27,M,ST3,2787.0388
2534,NCY,20.25,0.025953257,Household,179.5976,46,S,ST1,2535.3664
2535,FDD,8.05,0.07884393,Fruits and Vegetables,257.0646,17,,ST1,8760.5964
2537,FDN,19.35,0.118342285,Snack Foods,222.6088,45,,ST1,1789.6704
2538,FDQ,7.235,0.058121214000000004,Snack Foods,115.8834,35,S,ST1,1382.2008
2540,FDD,8.615,0.116152226,Fruits and Vegetables,94.1436,13,H,ST1,1512.6976
2541,FDD,6.765,0.087260103,Frozen Foods,105.0306,46,S,ST1,2090.612
2542,FDU,10.3,0.011126299999999999,Snack Foods,87.25399999999999,46,S,ST1,1211.756
2543,FDO,13.15,0.038167453,Snack Foods,89.4856,17,,ST1,1230.3984
2544,FDG,8.84,0.076547632,Frozen Foods,109.5228,35,S,ST1,1657.842
2545,DRC,8.26,0.0,Soft Drinks,122.573,45,,ST1,739.038
2546,FDX,20.1,0.074931201,Dairy,108.9228,18,M,ST2,1105.228
2547,FDK,9.695,0.0,Fruits and Vegetables,185.1898,35,S,ST1,2619.2572
2548,NCL,18.85,0.16758389,Household,194.6136,46,S,ST1,2721.7904
2549,FDN,18.25,0.054318517000000004,Snack Foods,140.9154,49,M,ST1,6381.693
2550,FDX,,0.060800115999999994,Meat,44.4744,27,M,ST3,769.6648
2552,FDL,8.115,0.032152786,Canned,157.3972,35,S,ST1,1869.5664
2553,NCU,15.1,0.055840055,Household,139.8496,46,S,ST1,1411.496
2554,NCH,8.42,0.070968081,Household,215.9192,17,,ST1,1941.4728
2555,FDH,9.0,0.08199601299999999,Frozen Foods,216.2534,35,S,ST1,4301.068
2556,FDS,8.18,0.08273726099999999,Frozen Foods,57.3588,18,M,ST2,343.5528
2557,FDG,,0.011206632,Canned,191.4188,27,M,ST3,3998.7948
2558,FDS,15.35,0.014047825,Frozen Foods,36.719,45,,ST1,585.904
2560,DRQ,9.3,0.042256257,Hard Drinks,124.4388,13,H,ST1,1609.9044
2561,NCL,19.6,0.0,Health and Hygiene,42.876999999999995,49,M,ST1,649.155
2562,FDJ,11.3,0.056424145999999994,Baking Goods,247.8118,35,S,ST1,2223.1062
2563,FDV,,0.170254469,Snack Foods,124.8704,27,M,ST3,2127.8968
2564,FDJ,15.3,0.084749164,Canned,215.5218,35,S,ST1,4060.7142
2566,FDK,15.2,0.091763303,Snack Foods,228.5352,46,S,ST1,1832.2816
2567,FDM,,0.069851683,Fruits and Vegetables,110.9912,27,M,ST3,1310.2944
2568,DRF,9.0,0.039004193,Soft Drinks,37.019,45,,ST1,659.1419999999999
2569,FDG,9.0,0.05060313,Canned,150.9024,45,,ST1,4402.2696
2570,FDZ,15.35,0.113195815,Fruits and Vegetables,190.8504,35,S,ST1,3643.2576
2571,FDU,,0.134327613,Snack Foods,35.0558,19,S,GS,33.9558
2572,FDC,20.1,0.054584207,Fruits and Vegetables,193.382,35,S,ST1,4247.804
2573,FDU,10.3,0.018623146,Snack Foods,87.854,10,,GS,259.66200000000003
2574,FDU,12.35,0.09327891199999999,Snack Foods,118.7124,35,S,ST1,2607.2728
2575,DRG,8.88,0.086957199,Hard Drinks,152.5682,45,,ST1,1372.2138
2576,FDR,15.85,0.13689554,Breads,176.437,10,,GS,529.311
2577,FDI,14.1,0.090043082,Canned,140.1496,18,M,ST2,846.8976
2578,NCN,20.25,0.014251461000000002,Household,148.6418,45,,ST1,2648.5524
2579,NCM,16.5,0.035711426,Health and Hygiene,93.61200000000001,49,M,ST1,1584.604
2581,DRY,,0.10856806699999999,Soft Drinks,42.9112,27,M,ST3,809.6128
2582,FDL,20.35,0.090480214,Snack Foods,119.5466,10,,GS,117.8466
2583,FDQ,7.275,0.027942357,Snack Foods,145.076,35,S,ST1,1611.236
2584,FDQ,19.7,0.041730507,Frozen Foods,109.2912,35,S,ST1,2402.2064
2585,FDZ,,0.099589909,Frozen Foods,109.1886,27,M,ST3,4225.1668
2587,NCX,14.15,0.008829805999999999,Household,196.81099999999998,18,M,ST2,4517.4529999999995
2589,FDG,,0.060405784000000004,Baking Goods,234.5616,27,M,ST3,6796.4864
2590,NCA,20.5,0.0,Household,37.119,18,M,ST2,842.237
2591,DRD,6.96,0.077193561,Soft Drinks,89.9146,46,S,ST1,1277.0044
2592,FDP,15.35,0.013869039,Frozen Foods,62.5168,18,M,ST2,447.4176
2593,NCH,17.1,0.067290244,Household,114.586,45,,ST1,1584.604
2594,FDS,10.195,0.146960375,Frozen Foods,142.2838,45,,ST1,1685.8056
2595,FDQ,,0.018632082,Canned,82.9908,19,S,GS,503.3448
2597,DRG,6.385,0.084008316,Hard Drinks,108.2596,45,,ST1,1186.4556
2598,FDA,,0.005638944,Baking Goods,184.9924,27,M,ST3,3146.5708
2599,FDA,9.3,0.01601936,Dairy,248.5092,35,S,ST1,6474.2392
2601,FDJ,9.195,0.114863923,Frozen Foods,59.0246,35,S,ST1,1853.5872
2602,FDZ,9.17,0.103138922,Baking Goods,141.747,49,M,ST1,3006.087
2603,FDH,12.6,0.056191301,Seafood,53.2982,45,,ST1,736.3748
2604,FDT,14.85,0.01867669,Canned,188.7214,17,,ST1,3956.8494
2605,FDU,19.35,0.021578923,Fruits and Vegetables,120.5098,17,,ST1,1807.6470000000002
2606,DRH,18.7,0.0,Soft Drinks,52.2324,35,S,ST1,467.3916
2607,FDK,5.46,0.032242661,Canned,187.62400000000002,45,,ST1,3542.0559999999996
2608,FDU,8.785,0.025962713999999998,Fruits and Vegetables,120.9414,35,S,ST1,1949.4624
2610,NCB,8.76,0.050256604,Health and Hygiene,127.3336,18,M,ST2,2684.5056
2611,FDX,12.3,0.05823462099999999,Snack Foods,58.7562,45,,ST1,592.562
2612,NCC,19.6,0.023931217,Household,103.1964,13,H,ST1,736.3748
2614,FDM,8.155,0.033692089,Frozen Foods,76.2354,18,M,ST2,1279.0018
2615,FDJ,,0.023417003999999998,Meat,223.8404,27,M,ST3,7201.2928
2617,FDD,18.85,0.142219209,Canned,167.6132,18,M,ST2,1522.0188
2618,FDJ,11.1,0.11089655,Fruits and Vegetables,191.5846,45,,ST1,2101.9306
2619,NCK,9.6,0.006708517,Household,164.6184,49,M,ST1,2972.1312
2620,FDQ,9.27,0.10341925699999999,Dairy,148.105,10,,GS,149.805
2621,FDS,13.35,0.032180494,Meat,61.2194,46,S,ST1,433.4358
2622,FDA,11.3,0.066717378,Frozen Foods,260.8962,35,S,ST1,4920.9278
2624,FDT,12.3,0.111500259,Baking Goods,35.6874,45,,ST1,846.8976
2625,FDH,6.425,0.010497273,Canned,118.3808,17,,ST1,2812.3392
2626,FDC,11.5,0.020653603,Dairy,84.954,18,M,ST2,865.54
2627,FDF,5.19,0.042687151,Frozen Foods,195.91099999999997,49,M,ST1,2946.165
2628,FDU,12.15,0.021705417,Breads,163.5184,13,H,ST1,3137.2496
2629,FDB,15.25,0.026651183999999998,Snack Foods,86.6198,49,M,ST1,1657.1762
2630,FDW,11.8,0.106968096,Dairy,221.6772,13,H,ST1,3113.2808
2631,FDP,15.7,0.030686952000000003,Snack Foods,253.4724,45,,ST1,1510.0344
2632,FDD,16.75,0.008191729,Canned,103.5674,46,S,ST1,1629.8784
2633,FDM,10.8,0.048218142,Baking Goods,42.2138,49,M,ST1,690.4346
2634,FDW,11.8,0.10703694300000001,Dairy,220.3772,35,S,ST1,4447.544
2636,FDT,7.81,0.034043502999999996,Snack Foods,168.7158,49,M,ST1,2673.8528
2637,FDQ,11.1,0.036027524,Frozen Foods,177.2712,46,S,ST1,3339.6528
2638,FDX,12.85,0.0,Frozen Foods,38.3164,35,S,ST1,502.0132
2639,FDU,10.5,0.02498633,Fruits and Vegetables,216.7508,35,S,ST1,3038.7112
2640,DRJ,6.135,0.11503240599999999,Soft Drinks,161.0236,46,S,ST1,1288.9888
2641,FDP,,0.068765925,Breads,216.9166,27,M,ST3,4354.332
2642,NCN,,0.0067270080000000005,Others,125.17299999999999,27,M,ST3,3202.498
2643,FDA,9.3,0.016087659,Dairy,249.6092,18,M,ST2,5976.2208
2644,FDO,16.6,0.0,Frozen Foods,54.6614,17,,ST1,884.1824
2645,NCF,8.51,0.051936086,Household,142.947,35,S,ST1,3006.087
2646,NCI,8.645,0.1442339,Health and Hygiene,95.441,17,,ST1,3282.3940000000002
2647,FDY,8.6,0.05443912,Breads,128.83100000000002,13,H,ST1,1038.6480000000001
2648,FDF,,0.033059299,Fruits and Vegetables,196.4768,27,M,ST3,6306.4576
2650,FDK,6.65,0.053372768,Canned,149.5734,49,M,ST1,2524.0478
2651,FDW,20.1,0.022406575,Fruits and Vegetables,225.9036,13,H,ST1,3643.2576
2652,FDV,15.25,0.065896556,Snack Foods,179.266,46,S,ST1,1438.128
2653,FDX,17.7,0.088305201,Dairy,182.3292,17,,ST1,4195.8716
2654,FDR,7.075,0.022566975,Frozen Foods,97.3068,46,S,ST1,1263.6884
2655,FDP,11.5,0.0,Fruits and Vegetables,129.3652,13,H,ST1,2066.6432
2656,FDT,5.82,0.077756427,Fruits and Vegetables,254.533,17,,ST1,1281.665
2657,DRB,8.785,0.020609218000000002,Soft Drinks,155.1656,49,M,ST1,4016.1056
2658,FDB,5.465,0.0,Baking Goods,129.1626,46,S,ST1,3672.5528
2659,NCE,,0.013066448,Household,140.9154,27,M,ST3,2127.231
2660,FDI,,0.135118202,Frozen Foods,52.56399999999999,27,M,ST3,2290.3520000000003
2661,FDP,15.7,0.030624844,Snack Foods,252.2724,46,S,ST1,1258.362
2663,FDQ,,0.042941559000000004,Breads,102.9332,19,S,GS,102.5332
2664,FDW,6.8,0.03748996,Baking Goods,48.6034,35,S,ST1,291.6204
2665,FDW,,0.025795292999999997,Snack Foods,80.2302,27,M,ST3,2139.2154
2666,FDN,11.5,0.046115083,Snack Foods,120.2124,35,S,ST1,1540.6612
2670,FDN,18.6,0.076975118,Snack Foods,161.8236,49,M,ST1,1611.236
2671,DRC,5.73,0.045371855,Soft Drinks,86.0882,46,S,ST1,1116.5466
2672,NCP,12.15,0.028642712,Household,149.0708,49,M,ST1,1203.7664
2673,FDW,5.44,0.017047751,Baking Goods,174.637,13,H,ST1,2999.429
2675,NCJ,,0.18176926399999999,Others,240.6196,27,M,ST3,4579.3724
2678,FDT,6.26,0.016516867,Meat,151.1366,10,,GS,453.4098
2680,FDV,5.905,0.045614252,Canned,221.5456,13,H,ST1,6852.4136
2681,NCE,16.0,0.099136036,Household,210.3902,46,S,ST1,1486.7314
2682,NCN,20.25,0.014222617,Household,148.9418,46,S,ST1,3531.4032
2683,FDW,5.175,0.037457098,Canned,83.4224,49,M,ST1,1448.7808
2684,FDS,9.0,0.07927948900000001,Canned,77.2644,13,H,ST1,1335.5948
2686,FDS,5.175,0.029616108,Snack Foods,107.7622,18,M,ST2,2011.3818
2688,FDT,18.7,0.0576269,Dairy,83.3566,49,M,ST1,1860.2452
2689,NCX,17.6,0.015687045,Household,182.6976,46,S,ST1,3440.8544
2690,NCY,18.2,0.162960415,Health and Hygiene,43.5086,13,H,ST1,1070.6064
2691,NCO,13.15,0.024651269,Household,179.5686,46,S,ST1,1422.1488
2693,FDF,,0.058542509000000006,Fruits and Vegetables,168.6448,27,M,ST3,3408.8959999999997
2694,FDS,20.35,0.08960832099999999,Dairy,262.1594,49,M,ST1,3139.9128
2695,NCL,7.39,0.067766896,Health and Hygiene,140.6812,35,S,ST1,3704.5112
2697,FDA,16.25,0.14591330800000002,Dairy,95.441,10,,GS,193.082
2698,DRE,6.28,0.027748176,Soft Drinks,86.5198,49,M,ST1,1395.5168
2699,DRE,9.395,0.159201868,Soft Drinks,226.072,13,H,ST1,3621.952
2701,NCS,12.65,0.042175992,Household,106.4938,13,H,ST1,2465.4574
2702,FDH,,0.057933643,Meat,175.1738,19,S,GS,347.5476
2704,FDC,15.5,0.026280116,Fruits and Vegetables,102.3332,13,H,ST1,922.7988
2706,FDU,18.25,0.075347426,Snack Foods,126.3046,45,,ST1,747.0276
2709,FDA,19.7,0.053439522,Fruits and Vegetables,55.093,18,M,ST2,1018.674
2711,NCO,19.25,0.10803043400000001,Household,32.4558,46,S,ST1,101.8674
2712,FDY,14.15,0.024404558,Fruits and Vegetables,198.31099999999998,46,S,ST1,2553.343
2713,FDG,6.63,0.010961483000000001,Snack Foods,58.2588,45,,ST1,343.5528
2715,FDW,,0.03627089,Breads,85.9566,19,S,GS,169.1132
2716,FDP,12.85,0.137227848,Snack Foods,155.563,46,S,ST1,4224.501
2717,FDZ,11.6,0.144832027,Dairy,239.8222,17,,ST1,4063.3774
2718,FDH,,0.029157849,Frozen Foods,97.0726,19,S,GS,293.6178
2719,FDU,12.15,0.058756205,Fruits and Vegetables,161.0552,17,,ST1,3411.5592
2720,FDS,4.635,0.14110815599999998,Breads,128.2994,49,M,ST1,2698.4874
2721,DRE,19.6,0.024325592000000004,Dairy,48.5718,18,M,ST2,425.4462
2722,FDY,20.2,0.121500143,Snack Foods,95.0752,45,,ST1,2588.6304
2723,FDH,,0.160653682,Canned,185.2266,27,M,ST3,5901.6512
2725,FDT,11.395,0.069574013,Meat,232.8616,35,S,ST1,2812.3392
2726,FDB,19.5,0.027458099,Canned,158.792,18,M,ST2,2556.672
