Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
NCP,15.35,0.035204319,Household,122.873,49,M,ST1,2832.979
NCX,10,0.089333332,Health and Hygiene,145.6102,45,,ST1,2624.5836
FDV,19.2,0,Canned,153.3314,17,,ST1,3257.7594
NCS,18.6,0.080956792,Health and Hygiene,95.2436,17,,ST1,1796.3284
NCN,18.5,0.03391645,Others,130.9284,13,H,ST1,1713.7692
FDB,20.25,0.102704495,Canned,94.312,35,S,ST1,2982.784
NCJ,12.35,0.163910938,Household,119.2124,35,S,ST1,1303.6364
FDF,14.5,0.058827383,Fruits and Vegetables,172.2448,46,S,ST1,2897.5616
DRG,14.8,0.044840933,Soft Drinks,78.367,13,H,ST1,918.804
FDA,14,0.029843736,Dairy,143.9786,18,M,ST2,866.8716
DRJ,10.8,0.061446997,Soft Drinks,150.4024,17,,ST1,2884.2456
NCP,14.65,0.011180713,Others,53.8614,13,H,ST1,221.0456
FDW,,0.038822077,Snack Foods,147.7418,27,M,ST3,1618.5598
FDK,6.65,0.053397989,Canned,149.3734,45,,ST1,296.9468
NCZ,6.59,0.043828293,Household,121.4098,10,,GS,241.0196
FDK,,0.214139786,Fruits and Vegetables,102.4016,19,S,GS,202.4032
DRY,9.395,0.109075742,Soft Drinks,42.9112,35,S,ST1,426.112
FDT,19.75,0.012448294,Fruits and Vegetables,188.2872,46,S,ST1,2647.2208
FDU,7.56,0.064030636,Frozen Foods,154.463,18,M,ST2,2503.408
NCG,20.25,0.14781046,Household,234.8616,13,H,ST1,2812.3392
NCR,20.6,0.071136948,Household,76.3696,45,,ST1,372.848
FDN,6.575,0.07566089,Breads,145.4444,45,,ST1,2612.5992
FDQ,19.7,0.16102755,Canned,254.1014,45,,ST1,4845.0266
FDO,13.5,0.029893094,Snack Foods,81.096,10,,GS,159.792
DRE,6.28,0.027761289,Soft Drinks,85.8198,45,,ST1,872.198
FDL,18.25,0.012272797,Fruits and Vegetables,160.2894,35,S,ST1,3235.788
FDT,9.3,0.174317307,Snack Foods,106.7964,35,S,ST1,841.5712
DRM,16.6,0.135707553,Hard Drinks,170.6422,35,S,ST1,1379.5376
FDF,16.35,0.068219025,Fruits and Vegetables,198.9426,45,,ST1,3559.3668
NCE,10,0.021468792,Household,251.675,45,,ST1,4244.475
FDA,,0.163882129,Dairy,113.2518,27,M,ST3,3415.554
DRZ,7.535,0.082250143,Soft Drinks,118.344,17,,ST1,3115.944
FDT,4.92,0.046026479,Baking Goods,196.5084,49,M,ST1,3769.7596
DRG,6.385,0,Hard Drinks,108.9596,46,S,ST1,1186.4556
FDE,18.5,0.052149675,Snack Foods,118.3124,49,M,ST1,1540.6612
DRA,11.6,0.040911824,Soft Drinks,142.3154,13,H,ST1,2552.6772
FDP,17.35,0.056235142,Baking Goods,102.0016,17,,ST1,1619.2256
FDT,16.7,0.062170334,Snack Foods,60.9562,45,,ST1,829.5868
FDE,10.895,0.032427039,Frozen Foods,147.7102,13,H,ST1,1166.4816
FDC,18.35,0.099309997,Fruits and Vegetables,91.4462,45,,ST1,1665.8316
FDJ,18.75,0.05310896,Snack Foods,193.6504,17,,ST1,2876.256
NCH,9.3,0.044843161,Household,246.1802,18,M,ST2,2702.4822
DRE,,0.164966345,Soft Drinks,189.4872,19,S,GS,189.0872
DRC,8.26,0.032435437,Soft Drinks,124.873,35,S,ST1,2956.152
FDG,12.8,0.06961884,Starchy Foods,260.3252,46,S,ST1,8132.0812
FDY,16.75,0.08165147,Fruits and Vegetables,258.3988,18,M,ST2,1541.9928
NCW,,0.028723187,Health and Hygiene,131.831,27,M,ST3,3635.268
NCT,10.895,0.020994339,Health and Hygiene,255.6672,45,,ST1,4346.3424
FDN,16.85,0.026561057,Canned,93.712,49,M,ST1,466.06
FDU,20,0.100262068,Baking Goods,169.6132,10,,GS,169.1132
FDX,16,0.057012606,Dairy,225.0404,13,H,ST1,5851.0504
FDL,16,0.041009558,Snack Foods,141.2496,49,M,ST1,2681.8424
DRF,8.93,0.028578012,Dairy,152.234,17,,ST1,3828.35
FDZ,9.6,0,Breads,101.699,49,M,ST1,2373.577
DRF,,0.045088724,Dairy,39.7138,27,M,ST3,1096.5726
NCO,,0.018757586,Health and Hygiene,96.9384,27,M,ST3,2167.8448
FDQ,9.8,0.056500895,Breads,85.8908,45,,ST1,1845.5976
NCZ,9.6,0.024576875,Health and Hygiene,186.6214,18,M,ST2,1884.214
FDZ,,0.188038372,Snack Foods,146.4076,19,S,GS,147.8076
FDD,7.945,0.015908485,Snack Foods,161.421,45,,ST1,3425.541
NCM,7.475,0.075845634,Household,156.0656,49,M,ST1,1853.5872
FDY,14.85,0.098803088,Fruits and Vegetables,169.7474,18,M,ST2,673.7896
DRM,16.6,0.227189581,Hard Drinks,173.9422,10,,GS,172.4422
FDT,10.5,0.041459804,Fruits and Vegetables,39.2164,49,M,ST1,540.6296
FDG,8.63,0.032882271,Snack Foods,113.5518,13,H,ST1,2732.4432
FDH,21,0.049583899,Snack Foods,193.8478,17,,ST1,1162.4868
FDF,15.5,0.02536567,Baking Goods,82.7934,35,S,ST1,1228.401
FDG,14.7,0.07229836,Fruits and Vegetables,48.2034,46,S,ST1,874.8612
FDN,13.15,0.022924552,Fruits and Vegetables,157.892,17,,ST1,1917.504
FDD,17.7,0.040897932,Fruits and Vegetables,82.6276,13,H,ST1,731.0484
FDI,,0.127660257,Frozen Foods,198.5426,19,S,GS,790.9704
FDA,9.21,0.008764786,Fruits and Vegetables,123.1414,46,S,ST1,4264.449
DRG,12.1,0.011604894,Dairy,166.0526,17,,ST1,1480.0734
FDZ,9.31,0.038169783,Frozen Foods,64.551,17,,ST1,1581.275
FDT,14.85,0.018568129,Canned,188.2214,35,S,ST1,3014.7424
FDY,,0.062109174,Fruits and Vegetables,223.7062,27,M,ST3,4965.5364
FDB,6.92,0.038671588,Dairy,64.2852,17,,ST1,438.0964
NCY,13.65,0.077169841,Health and Hygiene,55.593,13,H,ST1,282.965
FDL,16,0.041028937,Snack Foods,142.6496,45,,ST1,1834.9448
NCQ,16.35,0.013387211,Others,105.628,49,M,ST1,1065.28
NCR,,0.017936715,Health and Hygiene,93.7094,27,M,ST3,4189.2136
FDY,4.88,0.223440258,Baking Goods,52.2298,10,,GS,161.7894
NCA,6.965,0,Household,159.6604,45,,ST1,3327.6684
FDB,16,0.060942632,Starchy Foods,225.6404,49,M,ST1,2925.5252
FDG,18.85,0.042641788,Canned,257.833,35,S,ST1,5382.993
FDH,20.7,0.021427082,Baking Goods,156.5288,35,S,ST1,1571.288
FDX,9.3,0.042930789,Fruits and Vegetables,88.5172,13,H,ST1,1427.4752
FDT,9.695,0.047697859,Frozen Foods,244.6144,17,,ST1,2695.1584
FDT,17.25,0.10764721,Frozen Foods,39.3822,17,,ST1,314.2576
FDO,19.6,0.039577173,Snack Foods,166.1526,46,S,ST1,2960.1468
FDR,14.3,0.130415118,Baking Goods,75.9328,46,S,ST1,1158.492
NCL,12.6,0.082921642,Household,175.2054,45,,ST1,3502.108
FDW,13.1,0.075515154,Dairy,167.2158,13,H,ST1,3008.0844
FDK,,0.046994717,Meat,125.802,19,S,GS,253.004
FDQ,17.85,0.04679836,Fruits and Vegetables,123.8388,18,M,ST2,866.8716
FDE,8.905,0.143129124,Frozen Foods,58.8878,46,S,ST1,1151.1682
NCN,18.5,0.034013539,Others,133.2284,45,,ST1,2768.3964
FDB,20.25,0.022921735,Baking Goods,240.7538,13,H,ST1,3364.9532
FDD,10.3,0.030616757,Fruits and Vegetables,112.7176,49,M,ST1,343.5528
FDX,17.85,0.06575528,Frozen Foods,151.505,13,H,ST1,2546.685
FDN,7.21,0.144856342,Snack Foods,100.5332,49,M,ST1,1127.8652
FDV,16.1,0.267352587,Frozen Foods,34.9558,10,,GS,67.9116
FDR,,0.130867413,Baking Goods,150.8024,27,M,ST3,4402.2696
FDW,,0.123449671,Canned,89.7488,27,M,ST3,1901.5248
FDV,17.35,0.014689006,Frozen Foods,74.5038,35,S,ST1,739.038
FDZ,10,0.037918142,Snack Foods,129.6994,18,M,ST2,1413.4934
FDY,18.6,0.047964395,Snack Foods,185.0898,49,M,ST1,2993.4368
FDX,16.75,0.105018817,Snack Foods,155.263,49,M,ST1,1721.093
FDB,17.75,0.014577412,Fruits and Vegetables,160.7262,35,S,ST1,2864.2716
FDT,9,0.143870574,Snack Foods,169.4816,10,,GS,503.3448
FDM,6.42,0.053553794,Dairy,178.6002,49,M,ST1,3582.004
NCY,16.75,0.075889215,Health and Hygiene,37.6532,45,,ST1,575.2512
NCL,7.39,0.120280989,Others,142.747,46,S,ST1,3149.234
NCJ,19.2,0.182653772,Others,243.0196,46,S,ST1,3374.2744
FDO,,0.25637539,Breads,94.8436,19,S,GS,567.2616
FDN,5.46,0.107036943,Fruits and Vegetables,144.2786,35,S,ST1,288.9572
FDF,17.5,0,Frozen Foods,258.3304,13,H,ST1,3358.2952
FDJ,12.3,0.106238768,Fruits and Vegetables,176.1396,13,H,ST1,3663.2316
FDS,17,0.055545797,Dairy,220.5114,45,,ST1,5321.0736
NCQ,,0.019386057,Health and Hygiene,194.5794,27,M,ST3,3511.4292
FDA,19.7,0.064921764,Canned,88.1198,46,S,ST1,1744.396
NCZ,19.6,0.094694278,Household,254.9698,17,,ST1,2536.698
NCM,14.5,0.019554705,Others,162.421,18,M,ST2,1957.452
FDH,19.35,0.033060937,Meat,172.4738,13,H,ST1,1911.5118
FDS,9.195,0.078181964,Meat,106.7596,49,M,ST1,4098.6648
FDO,16.25,0,Canned,90.2804,18,M,ST2,1653.8472
FDJ,20.7,0.100583009,Fruits and Vegetables,123.5388,18,M,ST2,1981.4208
NCI,20,0.136124989,Others,38.319,10,,GS,146.476
FDU,,0.021353642,Fruits and Vegetables,122.1098,27,M,ST3,3374.2744
DRK,11.8,0.115167579,Soft Drinks,199.8084,46,S,ST1,2380.9008
DRJ,11.8,0.113559058,Soft Drinks,184.2924,45,,ST1,1850.924
FDI,19.1,0.038641968,Fruits and Vegetables,212.1586,45,,ST1,5909.6408
FDF,15.5,0.157246634,Snack Foods,145.6418,45,,ST1,2207.127
FDQ,9.5,0.010917052,Snack Foods,185.3608,46,S,ST1,2021.3688
FDQ,12.85,0.033172957,Snack Foods,172.0422,35,S,ST1,5345.7082
FDM,11.65,0.058719726,Baking Goods,171.1422,35,S,ST1,2931.5174
FDN,15.6,0,Baking Goods,111.8544,18,M,ST2,1454.1072
FDD,18.85,0.141524348,Canned,168.4132,13,H,ST1,2874.9244
FDG,6.865,0.035895934,Frozen Foods,244.4486,49,M,ST1,6353.0636
FDY,11.65,0.039980644,Snack Foods,227.3694,49,M,ST1,4567.388
NCK,,0,Health and Hygiene,123.473,19,S,GS,369.519
FDM,20.5,0,Fruits and Vegetables,90.883,10,,GS,89.883
FDL,20.35,0.054056927,Snack Foods,116.8466,46,S,ST1,2356.932
FDC,10.895,0.009636821,Dairy,121.873,49,M,ST1,2463.46
FDF,7.3,0.086266286,Frozen Foods,147.2076,49,M,ST1,1921.4988
NCV,11.1,0.033081389,Household,116.5124,13,H,ST1,1066.6116
FDE,7.06,0.043989429,Starchy Foods,60.2904,45,,ST1,644.4944
FDA,9.8,0.047178116,Baking Goods,99.4016,35,S,ST1,2428.8384
FDI,9.5,0.074496043,Snack Foods,251.9724,45,,ST1,2516.724
FDZ,17.6,0.039189221,Snack Foods,97.341,13,H,ST1,965.41
DRK,11.8,0.115819014,Soft Drinks,198.3084,17,,ST1,4563.3932
FDX,9.695,0.129008866,Baking Goods,226.9404,17,,ST1,2700.4848
FDY,16.5,0.160371305,Snack Foods,143.9128,18,M,ST2,1581.9408
FDR,,0.085392428,Fruits and Vegetables,226.7694,27,M,ST3,6165.9738
DRF,9,0.038925251,Soft Drinks,34.919,46,S,ST1,476.047
FDK,12.6,0.041557653,Fruits and Vegetables,124.5072,46,S,ST1,2450.144
DRI,,0.060237465,Hard Drinks,115.9834,19,S,GS,345.5502
FDH,14.35,0.091098018,Frozen Foods,233.5984,45,,ST1,1853.5872
FDA,13.6,0.117874024,Snack Foods,193.6136,45,,ST1,4471.5128
DRD,13.85,0.030795085,Soft Drinks,143.3154,46,S,ST1,1985.4156
FDL,16.1,0.063689583,Dairy,181.9318,17,,ST1,5954.2494
FDD,18.25,0.184041545,Dairy,110.157,18,M,ST2,1867.569
FDR,12.15,0.13283066,Fruits and Vegetables,190.6872,17,,ST1,2269.0464
DRI,15.35,0.020441939,Soft Drinks,216.4508,17,,ST1,5426.27
FDG,,0.037712875,Meat,64.4826,27,M,ST3,2518.7214
FDP,15.35,0.013840784,Frozen Foods,65.2168,45,,ST1,958.752
FDH,18.25,0.060198496,Starchy Foods,162.9526,13,H,ST1,1151.1682
NCB,11.8,0.008559557,Health and Hygiene,117.2492,35,S,ST1,2432.8332
FDQ,9.27,0.061883353,Dairy,147.905,49,M,ST1,1647.855
FDI,,0.052085615,Meat,242.8512,27,M,ST3,5816.4288
FDJ,12.8,0.039385992,Meat,224.8404,10,,GS,1575.2828
DRN,15,0.064241345,Hard Drinks,45.206,49,M,ST1,792.302
NCR,12.5,0.006759519,Household,42.8112,13,H,ST1,639.168
NCF,17.35,0.167243769,Household,176.2712,13,H,ST1,2988.1104
FDG,7.975,0.01469075,Baking Goods,84.725,18,M,ST2,1747.725
FDB,10.5,0.013551445,Snack Foods,142.0154,18,M,ST2,2410.8618
FDQ,,0.105085956,Fruits and Vegetables,82.3908,27,M,ST3,3691.1952
NCV,14.35,0.017038777,Health and Hygiene,112.5228,46,S,ST1,1989.4104
FDW,12.35,0.038718195,Fruits and Vegetables,110.657,17,,ST1,2087.283
FDO,10.195,0.075291577,Fruits and Vegetables,119.1808,10,,GS,351.5424
FDI,18.5,0,Frozen Foods,148.7418,45,,ST1,2501.4106
FDN,11.5,0,Snack Foods,119.5124,18,M,ST2,829.5868
FDY,12.5,0.082085787,Fruits and Vegetables,92.2488,18,M,ST2,1358.232
DRM,,0.095931002,Soft Drinks,198.5768,27,M,ST3,6897.688
FDV,10.695,0.011448629,Snack Foods,72.9038,45,,ST1,1034.6532
NCX,14.15,0.00879232,Household,195.011,35,S,ST1,1964.11
FDY,17.6,0.049167388,Snack Foods,114.9176,45,,ST1,1946.7992
NCZ,,0.079046992,Health and Hygiene,39.8506,27,M,ST3,1480.0734
FDT,6.215,0.049580407,Baking Goods,227.4062,13,H,ST1,5191.2426
FDD,18.1,0.022399592,Fruits and Vegetables,96.0094,46,S,ST1,1808.9786
FDK,11.65,0.033926852,Seafood,111.586,45,,ST1,3395.58
FDJ,7.42,0.021617397,Seafood,185.0582,45,,ST1,5201.2296
NCI,20,0.0814536,Others,36.819,49,M,ST1,768.999
FDZ,17.75,0.07607772,Baking Goods,112.4544,49,M,ST1,2348.9424
FDI,14,0.135775701,Frozen Foods,54.564,46,S,ST1,1597.92
FDZ,15.35,0,Fruits and Vegetables,193.0504,49,M,ST1,2492.7552
DRG,6.13,0.076891526,Dairy,61.5536,45,,ST1,796.2968
FDX,9.695,0.128543405,Baking Goods,226.5404,45,,ST1,4500.808
FDD,20.25,0.014793357,Dairy,191.5162,46,S,ST1,3078.6592
FDA,,0.066406853,Frozen Foods,259.7962,27,M,ST3,5697.9164
FDL,15.85,0.007140468,Snack Foods,40.848,13,H,ST1,679.116
FDS,19.85,0.020858779,Snack Foods,62.8194,13,H,ST1,928.791
DRF,4.61,0.123346085,Hard Drinks,172.5396,17,,ST1,3663.2316
FDM,7.365,0.159937597,Snack Foods,93.912,35,S,ST1,1304.968
DRG,,0.067128641,Soft Drinks,242.8486,27,M,ST3,3420.8804
FDG,18.85,0.042736348,Canned,255.933,45,,ST1,3844.995
FDR,,0.172629683,Meat,148.4708,27,M,ST3,3761.77
FDV,11.3,0.007278512,Meat,196.7426,35,S,ST1,2768.3964
FDC,7.405,0,Dairy,205.7296,17,,ST1,4570.0512
FDP,15.7,0.03079807,Snack Foods,252.9724,17,,ST1,3020.0688
FDC,7.72,0.12152072,Fruits and Vegetables,118.244,46,S,ST1,958.752
FDK,6.65,0.053591345,Canned,149.7734,17,,ST1,2375.5744
NCJ,10.6,0.035163639,Health and Hygiene,84.4224,13,H,ST1,852.224
NCF,,0.061470858,Household,48.6034,19,S,GS,145.8102
FDG,15.85,0.043226398,Starchy Foods,37.5164,35,S,ST1,270.3148
FDE,12.15,0.062640143,Starchy Foods,36.6532,17,,ST1,251.6724
FDB,11.35,0.06358394,Dairy,89.4856,17,,ST1,1142.5128
NCK,20.1,0.077389797,Health and Hygiene,60.8536,13,H,ST1,1347.5792
FDR,15.7,0.00878535,Meat,204.998,17,,ST1,5366.348
FDQ,,0.136592891,Meat,238.0248,19,S,GS,711.0744
FDC,16.7,0.054937907,Starchy Foods,64.2168,17,,ST1,1661.8368
DRB,6.115,0.007084185,Soft Drinks,191.153,17,,ST1,3415.554
NCE,20.7,0.027052013,Household,73.9354,17,,ST1,1655.1788
FDC,9.8,0.072863893,Snack Foods,118.6098,35,S,ST1,843.5686
FDR,,0.244102315,Snack Foods,148.076,19,S,GS,146.476
FDA,20.35,0.141789197,Snack Foods,121.9072,35,S,ST1,1347.5792
FDP,,0.035414528,Breads,218.2166,27,M,ST3,3701.1822
FDJ,6.85,0.022864238,Frozen Foods,260.0594,13,H,ST1,6018.1662
FDL,20.35,0.054011943,Snack Foods,116.5466,13,H,ST1,1885.5456
FDX,9.195,0.117462619,Snack Foods,158.9578,35,S,ST1,2246.4092
NCL,9.695,0.11411658,Health and Hygiene,158.8604,49,M,ST1,4436.8912
FDE,,0.046124444,Frozen Foods,206.7954,19,S,GS,833.5816
FDM,11.65,0.075849167,Snack Foods,85.1908,46,S,ST1,2181.1608
FDZ,6.035,0.065729039,Baking Goods,188.324,13,H,ST1,1491.392
NCW,18.2,0.097865088,Household,221.8456,10,,GS,884.1824
NCI,,0.058827583,Household,110.4912,19,S,GS,436.7648
DRK,7.63,0.061313057,Soft Drinks,93.3436,18,M,ST2,1323.6104
FDX,6.385,0.123961415,Snack Foods,33.2874,45,,ST1,141.1496
FDO,9.6,0.014270394,Snack Foods,187.3872,18,M,ST2,2647.2208
FDD,20.5,0.060847634,Frozen Foods,75.0696,10,,GS,149.1392
FDZ,,0,Fruits and Vegetables,253.0356,27,M,ST3,11445.102
NCI,18.35,0.014103354,Household,225.4746,17,,ST1,1346.2476
DRI,19.6,0.033901442,Soft Drinks,56.2614,46,S,ST1,773.6596
FDY,14.15,0.024454052,Fruits and Vegetables,197.211,45,,ST1,3731.809
FDW,,0,Dairy,55.9298,19,S,GS,107.8596
FDY,,0.096730427,Snack Foods,159.0262,27,M,ST3,5887.6694
DRH,17.6,0.097198194,Dairy,89.8856,35,S,ST1,351.5424
FDT,19,0.066005186,Fruits and Vegetables,188.4214,17,,ST1,2826.321
FDI,8.42,0.030890618,Canned,228.7352,49,M,ST1,5954.9152
FDB,9.3,0.028498354,Baking Goods,195.8136,13,H,ST1,2332.9632
FDP,19.75,0.033883448,Snack Foods,213.2902,35,S,ST1,4247.804
FDA,6.78,0.066565644,Fruits and Vegetables,185.324,13,H,ST1,3914.904
NCX,,0.169943195,Health and Hygiene,116.2492,19,S,GS,115.8492
DRF,17.25,0,Soft Drinks,263.591,45,,ST1,788.973
FDJ,15.3,0.084765192,Canned,215.0218,46,S,ST1,1923.4962
FDZ,15.7,0.027617046,Canned,168.279,46,S,ST1,4074.696
FDZ,17.85,0.052166995,Snack Foods,121.7072,35,S,ST1,2817.6656
FDZ,,0,Dairy,184.2608,27,M,ST3,6064.1064
NCG,15.3,0.038460297,Household,104.0332,10,,GS,205.0664
FDZ,16.25,0.025789175,Fruits and Vegetables,166.9474,45,,ST1,2863.6058
FDH,15,0.161301097,Canned,185.1266,13,H,ST1,2213.1192
DRO,13.85,0.034640466,Hard Drinks,116.1492,45,,ST1,1274.3412
DRH,,0,Dairy,89.1856,27,M,ST3,2109.2544
FDS,13.8,0.064307102,Fruits and Vegetables,77.3012,49,M,ST1,1593.9252
NCM,7.475,0.076036381,Household,153.9656,18,M,ST2,2625.9152
FDP,18.7,0.071091591,Frozen Foods,228.601,17,,ST1,4823.721
FDK,12.5,0.187841082,Canned,119.244,10,,GS,119.844
FDG,15.85,0.043234574,Starchy Foods,38.3164,46,S,ST1,540.6296
FDN,,0.026055106,Fruits and Vegetables,169.5474,27,M,ST3,4211.185
FDO,20.75,0.109153001,Snack Foods,161.3578,18,M,ST2,4492.8184
NCJ,5.82,0.08062523,Household,168.379,35,S,ST1,1188.453
FDQ,5.785,0.0901292,Fruits and Vegetables,89.8856,10,,GS,175.7712
FDC,13.1,0.098938169,Frozen Foods,195.7768,49,M,ST1,4138.6128
FDM,10.1,0,Fruits and Vegetables,225.1088,13,H,ST1,3579.3408
NCA,16.75,0.032580547,Health and Hygiene,192.1162,35,S,ST1,3848.324
FDK,,0.097937252,Meat,98.9042,27,M,ST3,4960.21
FDX,17.1,0,Fruits and Vegetables,208.5638,49,M,ST1,5383.6588
FDT,7.42,0.020391845,Snack Foods,248.9092,46,S,ST1,2241.0828
FDQ,7.51,0.103813029,Snack Foods,113.7544,46,S,ST1,671.1264
FDS,,0.031069203,Canned,179.6686,19,S,GS,177.7686
FDW,,0.062294473,Snack Foods,242.417,19,S,GS,486.034
FDX,19.2,0.022914478,Fruits and Vegetables,181.195,35,S,ST1,2380.235
FDN,18.6,0.152058281,Breakfast,99.9358,46,S,ST1,201.0716
NCP,7.105,0.044991294,Household,59.2562,18,M,ST2,651.8182
FDT,4.92,0.046214971,Baking Goods,199.8084,17,,ST1,3968.168
FDZ,11,0.13312044,Canned,221.5798,35,S,ST1,4187.2162
NCJ,7.68,0.255348289,Health and Hygiene,84.4224,10,,GS,170.4448
FDB,13.15,0.036879539,Frozen Foods,181.3976,17,,ST1,3078.6592
FDP,7.52,0.044202545,Baking Goods,182.995,18,M,ST2,4394.28
FDI,8.895,0.137858955,Frozen Foods,162.1236,49,M,ST1,2577.9776
FDW,4.805,0.037668051,Dairy,126.7704,13,H,ST1,2628.5784
FDL,,0.224837308,Fruits and Vegetables,112.7886,19,S,GS,222.3772
FDV,7.785,0.089069748,Fruits and Vegetables,62.751,18,M,ST2,1707.777
FDG,8.975,0.053027398,Canned,86.0224,17,,ST1,1278.336
NCB,,0.118099673,Household,262.891,27,M,ST3,5522.811
FDF,9.3,0,Frozen Foods,182.9292,17,,ST1,4013.4424
FDB,10.895,0.137023446,Dairy,263.7568,49,M,ST1,7646.0472
FDO,15,0.026950104,Baking Goods,220.9456,18,M,ST2,1768.3648
NCR,12.15,0,Health and Hygiene,224.4404,18,M,ST2,5626.01
FDF,16.7,0.119362812,Fruits and Vegetables,180.3976,13,H,ST1,3078.6592
FDL,15.1,0.067350054,Snack Foods,257.3304,18,M,ST2,3874.956
NCC,8.02,0,Household,157.7972,13,H,ST1,1713.7692
FDE,19.35,0.049712775,Fruits and Vegetables,78.2644,49,M,ST1,1492.7236
FDV,20.7,0.122208091,Frozen Foods,119.7466,17,,ST1,4006.7844
FDR,,0.138742518,Snack Foods,147.476,27,M,ST3,3368.948
DRE,4.59,0.070780558,Soft Drinks,114.586,46,S,ST1,1245.046
FDD,18.1,0.037492325,Fruits and Vegetables,95.5094,10,,GS,95.2094
NCS,12.85,0.053527105,Health and Hygiene,185.1608,49,M,ST1,2388.8904
NCY,16.75,0.076164013,Health and Hygiene,34.0532,17,,ST1,575.2512
FDV,14.85,0.009995002,Snack Foods,154.463,17,,ST1,3755.112
FDF,8.235,0.08259502,Baking Goods,149.1076,45,,ST1,1182.4608
FDM,6.425,0.063122753,Breakfast,131.3626,13,H,ST1,262.3252
FDQ,6.59,0.105597316,Fruits and Vegetables,83.4908,46,S,ST1,1342.2528
FDW,,0.021863506,Fruits and Vegetables,247.0092,27,M,ST3,5478.2024
NCT,,0.063800266,Health and Hygiene,123.0414,27,M,ST3,4629.9732
NCX,6.36,0.006012413,Household,163.0526,17,,ST1,1644.526
FDR,17.35,0.063207198,Baking Goods,89.383,17,,ST1,1258.362
NCS,8.6,0.069809115,Household,90.5146,17,,ST1,729.7168
FDL,17.7,0.011660463,Frozen Foods,96.541,18,M,ST2,2220.443
FDD,7.6,0.142410775,Starchy Foods,171.9448,46,S,ST1,3749.7856
DRE,19.6,0.024226902,Dairy,48.7718,46,S,ST1,236.359
NCM,,0.082440705,Household,61.3194,27,M,ST3,2043.3402
FDF,9.3,0.066918731,Frozen Foods,184.2292,45,,ST1,1641.8628
NCG,20.2,0.074390007,Household,91.4462,45,,ST1,1943.4702
FDE,11.35,0.005530516,Fruits and Vegetables,171.179,46,S,ST1,4923.591
FDI,16.5,0.028579565,Snack Foods,90.3146,17,,ST1,2554.0088
NCT,17.1,0.038705317,Household,165.0842,13,H,ST1,2320.9788
FDY,4.88,0,Baking Goods,53.1298,35,S,ST1,808.947
FDZ,10.195,0.108004532,Snack Foods,148.7076,17,,ST1,1330.2684
FDJ,12.8,0.023626808,Meat,223.2404,18,M,ST2,2475.4444
FDE,,0.070660449,Fruits and Vegetables,180.4002,19,S,GS,716.4008
FDD,8.05,0.078719835,Fruits and Vegetables,258.5646,18,M,ST2,3091.9752
FDD,20.6,0.046208155,Snack Foods,178.0344,18,M,ST2,1605.9096
FDA,6.32,0.012769753,Meat,39.9822,18,M,ST2,78.5644
FDB,5.465,0.048486801,Baking Goods,131.2626,13,H,ST1,3410.2276
FDK,18.25,0.132596101,Frozen Foods,226.2062,10,,GS,677.1186
FDJ,14.5,0.128459481,Baking Goods,102.0332,49,M,ST1,2050.664
NCB,15.7,0.161317495,Household,57.5562,18,M,ST2,829.5868
NCK,9.6,0.011211251,Household,166.9184,10,,GS,660.4736
FDX,20.7,0.114294512,Dairy,94.9436,49,M,ST1,1229.0668
FDB,6.055,0.031103357,Fruits and Vegetables,159.9578,46,S,ST1,2727.7826
FDX,5.655,0.085274988,Fruits and Vegetables,165.05,46,S,ST1,2330.3
FDA,6.78,0.066892471,Fruits and Vegetables,186.424,18,M,ST2,1304.968
FDC,,0.078764059,Dairy,241.3854,19,S,GS,483.3708
FDG,6.865,0.036042939,Frozen Foods,244.4486,17,,ST1,4153.9262
FDU,6.61,0.04855968,Snack Foods,188.4898,10,,GS,187.0898
FDP,,0.082602127,Baking Goods,120.9756,27,M,ST3,3877.6192
NCT,12.6,0.064240743,Health and Hygiene,121.9414,45,,ST1,1462.0968
FDB,6.055,0.031230059,Fruits and Vegetables,160.3578,18,M,ST2,1765.0358
NCB,20.2,0.100114941,Household,188.3898,45,,ST1,3554.7062
FDL,,0.22417463,Snack Foods,168.8816,19,S,GS,167.7816
DRK,14.15,0.035943717,Soft Drinks,40.5138,46,S,ST1,446.7518
FDR,16.5,0.06619442,Breakfast,184.4292,13,H,ST1,3101.2964
FDG,13.3,0.071439051,Fruits and Vegetables,61.0536,35,S,ST1,1898.8616
FDE,9.195,0.108059141,Snack Foods,181.7634,49,M,ST1,6179.9556
FDE,,0.026216144,Frozen Foods,207.5954,27,M,ST3,6668.6528
FDT,9,0.085938463,Snack Foods,168.6816,35,S,ST1,1342.2528
FDR,15.7,0.008734284,Meat,207.898,35,S,ST1,3095.97
NCL,18.1,0.049016517,Household,128.7336,49,M,ST1,2173.1712
FDT,,0.111554381,Snack Foods,59.822,27,M,ST3,1677.816
FDP,15.7,0.030672457,Snack Foods,253.1724,49,M,ST1,5285.1204
FDS,9.195,0.077995641,Meat,107.1596,13,H,ST1,2804.3496
FDF,,0.085715273,Frozen Foods,146.6076,27,M,ST3,1773.6912
FDL,13.85,0.056432784,Breakfast,234.93,45,,ST1,4660.6
NCV,20.2,0.066200667,Household,61.451,18,M,ST2,126.502
